S1_mean,S2_mean,S3_mean,S4_mean,S5_mean,S6_mean,S7_mean,S8_mean,S1_cov,S2_cov,S3_cov,S4_cov,S5_cov,S6_cov,S7_cov,S8_cov,ncpr,kappa
364.762529288517,145.66847210532177,69.32798943942156,33.68670925498284,22.26714857749464,15.044648919908624,11.463229241464834,8.874565617416451,3608.6728767222835,1070.0551723994895,462.6333833516092,297.6100700888848,215.6275364746572,124.45360439793458,142.689572434811,80.41434901188352,-0.17000000178813934,0.6899999976158142
370.18739672654897,154.66040850606515,66.42527874702898,33.16742653632666,22.00770434295748,15.061135735179766,11.447156807574876,8.857423477754585,3485.183278994216,1117.2716234479544,445.0190509414308,273.6719930457203,223.0552839054996,138.47484673559583,143.4982773081055,84.19794082043873,0.0,0.10000000149011612
370.6376646699114,155.22512450073344,66.78969601259834,33.03047022791307,21.744382773713916,15.028482844788758,11.45906454508673,8.981427590489043,3188.502815880183,1051.7043075445542,429.9722024623185,267.399573557741,236.937700217031,135.86148716144797,133.35970618453885,94.91806895070667,-0.17000000178813934,0.09000000357627869
361.51794914516637,141.47251429865332,69.64468392575652,34.15135111409397,22.293706036234926,15.1253484922816,11.649572335494934,8.875681872978028,3639.1001785050075,1007.0714025738121,426.9426605450358,320.979183471674,257.6230169763994,140.0838651367292,133.7335669429062,81.1515579315557,0.07999999821186066,0.5099999904632568
358.6498235890962,139.30780130331698,69.31879086196058,33.75237754582647,22.304729555094678,15.146866582511638,11.539090833038124,8.843154591736566,3655.8645557408104,1019.247829859669,427.77161475027265,309.4067129838448,233.16745632483202,136.98038467966694,141.97324605440625,79.97748094452851,0.07999999821186066,0.3799999952316284
369.620670254623,154.29020350660008,66.70196980704627,33.092627311075454,21.74394369250457,15.072028653122144,11.418644053264705,8.878192844830984,3276.2148947589435,1011.7854132027685,414.41123025038524,270.7856070363178,252.25275985321693,129.42997022266826,136.6313000183614,87.4581627004269,-0.07999999821186066,0.07000000029802322
363.94863927406584,143.53420013449252,70.00760347305848,34.20215833925718,22.37201052911061,15.144042865522398,11.501498176434325,8.847524416307369,3667.599680284934,994.4292076904234,461.2951857174675,306.8785757891801,227.0279677577642,135.2728557436082,146.85486494404185,82.72112937044608,0.17000000178813934,0.6899999976158142
370.5126886488076,150.7199115982573,70.17386167960169,33.60287891688444,22.204410815423476,15.028446118787464,11.47593850471905,8.921236903745815,3672.714600570776,975.9066245891572,418.9374033943416,284.45406541999597,226.05302747060782,135.98736220570368,138.6426883221233,88.71816944738714,0.17000000178813934,0.5
349.98475698540017,131.41787258696274,68.59453123266314,33.5719975861091,22.349609444653506,15.190251835501218,11.474872343282158,8.92440038466723,3782.033508828598,969.0206140374436,453.2106081112397,318.0089516679143,240.2074435582656,133.09753254446665,146.2324539367188,93.27259627830806,0.0,0.8799999952316284
364.46064376737513,145.0255487772392,69.27617553888341,33.86764424158345,22.33862386065636,15.228645523325781,11.5038579753826,8.903970727072974,3912.8046593250447,1042.0130641107557,437.27658731078924,292.60579174292474,209.64997273365168,126.87151648264451,135.92251387139402,85.48254669048035,0.07999999821186066,0.4000000059604645
359.44575943184867,140.14862448761218,69.1196621578992,33.93771899308287,22.323579515911653,15.13998100722297,11.467390026264708,8.889882201240912,3836.048834364904,1021.8738121643685,463.6606108612471,300.82431232961073,227.2543356259309,140.04432950794734,138.13451078804803,85.58266570781305,-0.07999999821186066,0.4099999964237213
366.5605090845954,148.6745240240655,68.6336945326402,33.42427812305183,21.973334458931145,15.204967705516257,11.39766534791887,8.803633950315326,3675.177281383956,1051.903313810199,421.62543409548334,282.17348894064963,225.72978855496774,140.6523272378156,136.8033376204637,81.7997637100054,-0.07999999821186066,0.2800000011920929
