S1_mean,S2_mean,S3_mean,S4_mean,S5_mean,S6_mean,S7_mean,S8_mean,S1_cov,S2_cov,S3_cov,S4_cov,S5_cov,S6_cov,S7_cov,S8_cov,ncpr,kappa
355.4435464833432,135.92680277050604,69.41508868753522,33.906372565713255,22.25827517873433,15.065154154444494,11.434554517735933,8.961818454929094,3712.7635441615093,1027.660239797805,469.1035541687927,323.4541965987361,230.4432765770654,139.7080738090122,142.67476302100167,85.6417178899006,-0.07999999821186066,0.699999988079071
371.00152864540456,154.42286858195186,67.58957688715086,33.37783807884848,21.825883111106158,15.046783975986154,11.436258104995634,8.895999125672143,3308.570093751966,1035.986915099959,440.7308289747425,278.65947069299045,226.9916639353856,136.4007794142519,130.91866296471645,84.83810029699268,0.07999999821186066,0.09000000357627869
365.45642468055553,147.457905220911,68.4218312325363,33.4015887823928,22.30457410803653,15.115659836751298,11.4588574519443,8.872292349836,3636.2365449519125,938.724900641455,461.1084486029892,286.5429462956191,232.3316371705492,147.29238355709984,150.94123807583114,80.56096582086337,-0.07999999821186066,0.09000000357627869
359.8017862247126,140.42830819481694,69.20983246607388,33.948047389225785,22.29539558140594,15.142638692597282,11.505354883748781,8.882211588877718,3736.541791493946,1023.5543033827114,444.3016817446316,312.41025525905167,234.27360838983492,134.29199517282302,138.71831034514477,88.62473973020082,-0.07999999821186066,0.5899999737739563
373.985149770566,158.02013938279515,67.3258565600631,32.97471122821766,21.956855951986054,14.912694167688311,11.419358682016892,8.907427056798705,3337.784334268535,963.7023329755065,436.19729473189386,269.8905803971608,236.57787968078532,140.4689969008361,133.00103842198115,89.29897629907548,0.17000000178813934,0.20000000298023224
361.72413004182766,142.67173953876437,69.02189619679386,33.8140603360636,22.199535571892863,15.177103752443188,11.525891798342254,8.872708607104174,3698.1442575094857,1088.4213791844654,443.0096993136184,295.5177020982457,224.0143881029317,133.2915466319463,140.06651360472782,84.89874476216059,0.17000000178813934,0.8999999761581421
360.3471759656284,140.75728006651838,69.3024771450315,34.07031771590971,22.278047966771116,15.192579477824873,11.386041687368168,8.967839884989177,3708.6308344593144,1017.3342066727378,459.4874048942509,313.74435591243264,237.2844460617707,132.853072437012,143.8666752381586,87.15193889644102,0.07999999821186066,0.5
367.1564994405658,149.42705580899084,68.11725329069681,33.64233189864115,22.150828981730047,14.981193670971333,11.511640591295164,8.86678866236022,3536.4757285884093,1059.2906892854207,476.88011473685884,296.3891751082897,226.7199233703312,129.31021703672118,138.88267877080634,84.68591165414834,-0.07999999821186066,0.3100000023841858
364.7777882016503,146.1518988033767,68.78500801565623,33.805853054776904,22.145584472450793,15.193983353653609,11.47337136583298,8.730424608399279,3693.072873546527,1089.2141269152544,474.8435554579662,301.02565917326405,233.40031269575317,133.28963523297173,130.20856411870164,84.91319554586168,-0.17000000178813934,0.5099999904632568
364.25128114330306,145.78651035383822,68.68326608354985,33.796065058980524,22.072784494794423,15.0893560734345,11.461126828053722,8.855829913787415,3527.9724651135443,1017.5853284671547,465.7483964377458,293.24349525145874,239.93530684671626,136.8230536770109,145.4865589499959,83.48183531899794,0.0,0.38999998569488525
355.2881760050043,136.12322159878426,69.08887930690584,33.80951169433145,22.31615138138901,15.199428003155752,11.50472466631841,8.903646622387008,3677.811509928487,1049.250978368627,428.5436844201206,316.3889579521825,228.6577118658012,137.59378113929847,145.72416009749224,83.65285273280391,0.0,0.3799999952316284
