S1_mean,S2_mean,S3_mean,S4_mean,S5_mean,S6_mean,S7_mean,S8_mean,S1_cov,S2_cov,S3_cov,S4_cov,S5_cov,S6_cov,S7_cov,S8_cov,ncpr,kappa
357.2474268749219,137.88110285542174,69.37073973324743,33.821151569253516,22.272872688581515,15.104085993860995,11.424855649867549,8.892843186980443,3559.213363476901,1018.1990765191986,442.3695508653778,312.47150716882174,229.47271908772777,132.07330020865632,139.80801386878332,85.55023606102243,-0.17000000178813934,0.5899999737739563
366.2930687749275,150.04608318046473,67.13165122614174,33.146806668483826,22.035660787706515,15.051806139856831,11.452803892905228,8.829224533103407,3519.3993628402372,1023.6211786492019,464.41751229151646,283.1743391240122,231.3413054305484,137.54833662995645,146.031927943137,93.56841489855758,0.0,0.09000000357627869
358.527440191703,138.6769785520046,69.6086869396676,33.91551187883496,22.325713843131876,15.245901407261394,11.399423302883019,8.89887120610474,3792.2033744289465,1029.0704533974092,421.07219792248367,302.3334531618777,234.12963975982035,135.9472749434682,139.9319654389691,89.50121272773863,0.07999999821186066,0.6899999976158142
366.95111349832604,151.3273266329716,66.75249966371142,32.9879165908693,21.93782190859877,15.065228047394111,11.417856065759263,8.860468319859597,3320.8237437446414,1031.9982943724322,458.85525409921826,278.0542162036778,222.99753578886282,131.56284106124286,138.74604323715243,79.98078361523342,0.0,0.05000000074505806
362.93950518724466,142.27133017648765,70.61863985002475,33.957684973764884,22.205318499368172,15.111022376118127,11.540921359833568,8.846135677561424,3586.801343567468,1036.2748222900113,447.95612926084186,316.282905073962,219.3928262685377,136.33953926281112,143.22630980876357,89.57387969364477,0.17000000178813934,0.8899999856948853
362.54579533556796,142.6434270354723,69.67696777944771,33.992954096818146,22.34909514891743,15.148557967588111,11.518959560313368,8.90055159478945,3745.4303623629808,1025.1309487055678,486.6097120611689,316.1009624366779,234.99148757311968,134.25099554958115,140.19411417662133,83.35553865558872,0.0,0.5
361.5848816962155,142.2680053730352,69.25257406594433,34.004831734167446,22.156529962708817,15.133493099828208,11.541286342986808,8.871314583039625,3771.8402491227,1033.429294476734,429.7900694262553,297.49624374425093,232.1715161281696,137.18232504518315,149.01512276363644,83.21631126452974,0.0,0.4099999964237213
353.44541697789236,134.10594569895045,69.12732070789103,33.86111355161618,22.319633025122556,15.152368833743546,11.481764850219287,8.89086652519867,3539.0111686974815,1009.5321640943523,419.29703976239415,322.0498963881858,212.16789113018686,136.28273151345385,151.32101879653038,93.16909469892236,0.0,0.47999998927116394
355.03384392399346,135.70660428822308,69.2523799040665,33.82278397056907,22.25739480265023,15.125768193404344,11.551485170376846,8.84412521679726,3664.7450517369,971.0326405174302,425.93085182015847,310.285068128922,242.76215134925658,140.03884071014116,138.04394536928316,89.02627272311186,0.07999999821186066,0.6000000238418579
353.6752795911125,134.44580390567972,69.0257238974478,33.885668419485434,22.332905498636194,15.134649474488137,11.505528837436426,8.871278320307749,3677.6773671480423,993.2991254242368,484.0208986258798,337.1139125799744,235.01123712135688,134.516610096555,151.37712743716426,81.00234206740961,0.0,0.8999999761581421
