S1_mean,S2_mean,S3_mean,S4_mean,S5_mean,S6_mean,S7_mean,S8_mean,S1_cov,S2_cov,S3_cov,S4_cov,S5_cov,S6_cov,S7_cov,S8_cov,ncpr,kappa
352.8243477375986,136.39482628680622,67.1650004841814,33.182034885166736,22.07501978536361,15.177523412648727,11.463865032581133,8.811297245125703,3246.8756119106574,1080.1091744918372,444.7694169473595,312.542953704895,233.45622667819538,136.4289822482476,142.27763451266273,84.41053356719478,0.0,0.0
349.74261498615044,134.47712849133933,66.63295261373776,33.0496001523136,22.002394804988,15.116410532457344,11.430934011996108,8.816799836711985,3116.3254119501853,982.4270320937082,444.49926398124745,314.02836262548,238.82533084813028,142.61240997976665,147.57309429315887,84.72430540150123,0.0,0.0
369.67513003997317,154.79613707404232,66.47633281281064,32.76418239645879,21.80998322872306,15.015017919610756,11.384425462665343,8.883448850410687,3266.906240133503,977.8011773462777,432.2767943810611,262.91798539801255,238.91935208166242,135.6068349461118,131.62774914389698,83.45238257291885,0.0,0.0
378.92084692397646,162.18865682558123,67.98650577726923,33.06719376066625,21.969424048509726,14.932933676346499,11.425860066963102,8.859864825637851,3487.7830374952364,950.9913693942726,400.6359358680019,263.1896034138998,229.67658366515394,131.23393831188716,130.62596105313276,85.59526153256422,0.0,0.0
363.61521375832785,148.12866691429645,66.74773704841125,32.94216947734318,21.85448620776829,15.000345137281366,11.479052603020428,8.874682289221884,3218.361334378115,1039.4722032912089,460.9427457675325,283.19624005165804,228.1581210808089,135.5209847646261,142.31457481679047,87.71027347114922,0.0,0.0
372.2765601432409,157.08892346257164,66.76446695359684,32.869787293126414,21.73675137758914,14.882057030203528,11.470343343621384,8.931548385440228,3204.6637859586735,990.726962471154,414.42821319242194,255.5707581551899,242.8066110894221,149.7110707388752,137.0521766444158,84.62072163263069,0.0,0.0
355.8875445906858,139.22344633181856,67.19370776106881,33.32114331604967,22.116517203155617,15.162699470032345,11.412570955879161,8.884957255367906,3341.6353677249076,1037.8522655484944,486.85128426659224,288.8171129789751,243.83064445654588,131.02453986791392,134.04809856438905,89.27673526636211,0.0,0.0
368.31677947917376,153.53549733589193,66.47194565825899,32.745420943995036,21.694593772887405,15.057548046431878,11.373496958978642,8.888520766575086,3256.643593694853,1018.9471270879275,452.4935744475072,262.09071664258767,225.5796977227606,142.89382890765094,133.45445592528844,84.69081165767855,0.0,0.0
359.45270199214934,143.2042997980007,67.03277885275489,33.216462603808864,22.021380008756413,15.025241800098534,11.447720090438587,8.927725742123775,3225.7291697949354,985.3588871543069,477.9182181765047,292.6085280471793,216.86498587808492,128.91778562361745,140.41903842632397,88.6703094646755,0.0,0.0
357.26621837033696,140.8175790103689,67.06911441434055,33.40379284321353,22.054804075788574,15.038444366673358,11.483264920190733,8.856867613613712,3256.7419450874268,1008.1531781279318,448.53683826586104,303.6840407124116,236.48844103642537,141.50523442848154,143.7097607397794,84.0978016649423,0.0,0.0
367.5338264505206,152.67103505122705,66.51114202215898,32.682252147440956,21.709755542093227,15.077614730005235,11.457613554893296,8.875630098654774,3200.3520364224087,975.7838699145066,435.16024844228446,273.2770400225733,243.5907675424604,134.81638072092443,133.1464715586365,83.086350603227,0.0,0.0
